,name,artist,category
730,Weight Beneath My Skin,Five Finger Death Punch,1
731,When the Seasons Change,Five Finger Death Punch,4
732,White Knuckles,Five Finger Death Punch,4
733,Wicked Ways,Five Finger Death Punch,4
734,Will the Sun Ever Rise,Five Finger Death Punch,4
735,Wrecking Ball,Five Finger Death Punch,1
736,Wrong Side of Heaven,Five Finger Death Punch,4
737,Wrong Side of Heaven (Acoustic),Five Finger Death Punch,0
738,You,Five Finger Death Punch,1
739,You're Not My Kind,Five Finger Death Punch,1
740,1 6 4 8,Sabaton,1
741,40:1,Sabaton,4
742,7734,Sabaton,4
743,82nd All the Way,Sabaton,4
744,A Ghost in the Trenches,Sabaton,4
745,A Lifetime of War,Sabaton,0
746,A Secret,Sabaton,3
747,Aces in Exile,Sabaton,1
748,All Guns Blazing,Sabaton,1
749,Angels Calling,Sabaton,3
750,Art of War,Sabaton,0
751,Attero Dominatus,Sabaton,0
752,Back in Control,Sabaton,2
753,Bismarck,Sabaton,3
754,Blood of Bannockburn,Sabaton,1
755,Burn Your Crosses,Sabaton,4
756,Camouflage,Sabaton,1
757,Carolus Rex,Sabaton,0
758,Cliffs of Gallipoli,Sabaton,2
759,Coat of Arms,Sabaton,4
760,Counterstrike,Sabaton,0
761,Dead Soldier's Waltz,Sabaton,3
762,Devil Dogs,Sabaton,4
763,Diary of an Unknown Soldier,Sabaton,3
764,Dominium Maris Baltici,Sabaton,3
765,Dream Destroyer,Sabaton,2
766,En Livstid I Krig,Sabaton,0
767,Endless Nights,Sabaton,2
768,Ett Slag F�rgat R�tt,Sabaton,4
769,Far from the Fame,Sabaton,4
770,Feuer Frei,Sabaton,1
771,Fields of Verdun,Sabaton,1
772,Firestorm,Sabaton,4
773,For Whom the Bell Tolls,Sabaton,4
774,F�r Immer,Sabaton,0
775,Ghost Division,Sabaton,4
776,Glorious Land,Sabaton,4
777,Gott Mit Uns,Sabaton,4
778,Great War,Sabaton,1
779,Hail to the King,Sabaton,2
780,Hearts of Iron,Sabaton,2
781,Hellrider,Sabaton,4
782,Hill 3234,Sabaton,1
783,In Flanders Fields,Sabaton,3
784,In the Army Now,Sabaton,2
785,In the Name of God,Sabaton,2
786,Inmate 4859,Sabaton,0
787,Into the Fire,Sabaton,3
788,Intro1,Sabaton,3
789,Introduction2,Sabaton,3
790,Jawbreaker,Sabaton,2
791,Karolinens B�n,Sabaton,2
792,Killing Ground,Sabaton,4
793,Konungens Likf�rd,Sabaton,4
794,L�nga Bollar P� Bengt,Sabaton,2
795,Last Dying Breath,Sabaton,4
796,Lejonet Fr�n Norden,Sabaton,4
797,Light in the Black,Sabaton,2
798,Long Live the King,Sabaton,0
799,Man of War,Sabaton,4
800,Masters of the World,Sabaton,0
801,Metal Cr�e,Sabaton,2
802,Metal Machine,Sabaton,0
803,Metal Medley,Sabaton,1
804,Metal Ripper,Sabaton,4
805,Metalizer,Sabaton,0
806,Midway,Sabaton,4
807,Night Witches,Sabaton,2
808,Nightchild,Sabaton,2
809,No Bullets Fly,Sabaton,1
810,Nuclear Attack,Sabaton,0
811,Outro,Sabaton,3
812,Panzer Battalion,Sabaton,0
813,Panzerkampf,Sabaton,2
814,Poltava,Sabaton,1
815,Primo Victoria,Sabaton,2
816,Purple Heart,Sabaton,2
817,Reign of Terror,Sabaton,2
818,Resist and Bite,Sabaton,1
819,Rise of Evil,Sabaton,2
820,Rorke's Drift,Sabaton,1
821,Ruina Imperii,Sabaton,2
822,Saboteurs,Sabaton,1
823,Screaming Eagles,Sabaton,4
824,Seven Pillars of Wisdom,Sabaton,4
825,Shadows,Sabaton,0
826,Shiroyama,Sabaton,4
827,Shotgun,Sabaton,2
828,Smoking Snakes,Sabaton,4
829,Soldier of 3 Armies,Sabaton,2
830,Sparta,Sabaton,1
831,Speeder,Sabaton,4
832,Stalingrad,Sabaton,3
833,Sun Tzu Says,Sabaton,3
834,Swedish National Anthem,Sabaton,2
835,Swedish Pagans,Sabaton,1
836,Talvisota,Sabaton,4
837,The Art of War,Sabaton,2
838,The Attack of the Dead Men,Sabaton,1
839,The Ballad of Bull,Sabaton,0
840,The Beast,Sabaton,1
841,The Carolean's Prayer,Sabaton,2
842,The End of the War to End All Wars,Sabaton,1
843,The Final Solution,Sabaton,1
844,The Future of Warfare,Sabaton,1
845,The Last Battle,Sabaton,4
846,The Last Stand,Sabaton,1
847,The Lion from the North,Sabaton,4
848,The Lost Battalion,Sabaton,4
849,The March to War,Sabaton,0
850,The Nature of Warfare,Sabaton,3
851,The Price of a Mile,Sabaton,2
852,The Red Baron,Sabaton,1
853,Thundergods,Sabaton,4
854,Thunderstorm,Sabaton,4
855,To Hell and Back,Sabaton,4
856,Unbreakable,Sabaton,2
857,Union (Slopes of St.Benedict),Sabaton,4
858,Uprising,Sabaton,2
859,We Burn,Sabaton,4
860,Wehrmacht,Sabaton,2
861,White Death,Sabaton,4
862,Winged Hussars,Sabaton,2
863,Wolfpack,Sabaton,2
864,10 Years Today,Bullet For My Valentine,0
865,4 Words (To Choke Upon),Bullet For My Valentine,1
866,A Place Where You Belong,Bullet For My Valentine,0
867,All These Things I Hate (Revolve Around Me),Bullet For My Valentine,2
868,Alone,Bullet For My Valentine,1
869,Army of Noise,Bullet For My Valentine,4
870,Ashes Of The Innocent,Bullet For My Valentine,1
871,Bastards,Bullet For My Valentine,4
872,Begging For Mercy,Bullet For My Valentine,4
873,Bittersweet Memories,Bullet For My Valentine,4
874,Breaking Out,Bullet For My Valentine,4
875,"Breaking Out, Breaking Down",Bullet For My Valentine,1
876,Breaking Point,Bullet For My Valentine,4
877,Breathe Underwater,Bullet For My Valentine,3
878,Broken1,Bullet For My Valentine,4
879,Can't Escape The Waves,Bullet For My Valentine,2
880,Coma,Bullet For My Valentine,4
881,Crawling,Bullet For My Valentine,4
882,Cries In Vain,Bullet For My Valentine,4
883,Dead To The World,Bullet For My Valentine,2
884,Death By A Thousand Cuts,Bullet For My Valentine,1
885,Deliver Us from Evil,Bullet For My Valentine,1
886,Dignity,Bullet For My Valentine,1
887,Dirty Little Secret,Bullet For My Valentine,4
888,Disappear,Bullet For My Valentine,4
889,Don't Need You,Bullet For My Valentine,4
890,End of Days,Bullet For My Valentine,1
891,Eye of the Storm1,Bullet For My Valentine,4
892,Fever,Bullet For My Valentine,4
893,Forever and Always,Bullet For My Valentine,4
894,Gravity,Bullet For My Valentine,4
895,Hand Of Blood,Bullet For My Valentine,1
896,Hearts Burst into Fire,Bullet For My Valentine,1
897,Hell or High Water,Bullet For My Valentine,1
898,Her Voice Resides,Bullet For My Valentine,1
899,Hit The Floor,Bullet For My Valentine,4
900,In Loving Memory,Bullet For My Valentine,4
901,Intro2,Bullet For My Valentine,3
902,Intro (feat. Apocalyptica),Bullet For My Valentine,3
903,Knives,Bullet For My Valentine,1
904,Last to Know,Bullet For My Valentine,1
905,Leap Of Faith,Bullet For My Valentine,4
906,Leech,Bullet For My Valentine,1
907,Letting You Go,Bullet For My Valentine,2
908,Livin' Life (On the Edge of a Knife),Bullet For My Valentine,4
909,My Fist Your Mouth Her Scars,Bullet For My Valentine,1
910,My Reverie,Bullet For My Valentine,4
911,No Happy Ever After,Bullet For My Valentine,4
912,No Way Out,Bullet For My Valentine,1
913,Not Dead Yet,Bullet For My Valentine,4
914,Not Invincible,Bullet For My Valentine,4
915,One Good Reason Why,Bullet For My Valentine,4
916,Over It,Bullet For My Valentine,1
917,P.O.W.,Bullet For My Valentine,4
918,Paralysed,Bullet For My Valentine,4
919,Parasite1,Bullet For My Valentine,1
920,Pariah1,Bullet For My Valentine,4
921,Piece Of Me,Bullet For My Valentine,4
922,Playing God,Bullet For My Valentine,4
923,Pleasure And Pain,Bullet For My Valentine,4
924,Pretty On The Outside,Bullet For My Valentine,1
925,Radioactive,Bullet For My Valentine,0
926,Rainbow Veins,Bullet For My Valentine,4
927,Raising Hell,Bullet For My Valentine,1
928,Riot,Bullet For My Valentine,1
929,Road To Nowhere,Bullet For My Valentine,3
930,Room 409,Bullet For My Valentine,1
931,Run for Your Life,Bullet For My Valentine,4
932,Saints & Sinners,Bullet For My Valentine,4
933,Say Goodnight,Bullet For My Valentine,1
934,Scream Aim Fire,Bullet For My Valentine,1
935,Seven Days,Bullet For My Valentine,1
936,Shatter,Bullet For My Valentine,4
937,Skin,Bullet For My Valentine,4
938,Spit You Out,Bullet For My Valentine,1
939,Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,1
940,Take It out On Me,Bullet For My Valentine,1
941,Tears Don't Fall,Bullet For My Valentine,4
942,Tears Don't Fall (Part 2),Bullet For My Valentine,4
943,Temper Temper,Bullet For My Valentine,4
944,The End,Bullet For My Valentine,4
945,The Harder the Heart (The Harder It Breaks),Bullet For My Valentine,1
946,The Last Fight,Bullet For My Valentine,4
947,The Poison,Bullet For My Valentine,1
948,The Very Last Time,Bullet For My Valentine,3
949,Truth Hurts,Bullet For My Valentine,1
950,Under Again,Bullet For My Valentine,2
951,V,Bullet For My Valentine,3
952,Venom,Bullet For My Valentine,4
953,Waking the Demon,Bullet For My Valentine,1
954,Watching Us Die Tonight,Bullet For My Valentine,1
955,Welcome Home (Sanitarium),Bullet For My Valentine,3
956,Whole Lotta Rosie,Bullet For My Valentine,4
957,Worthless,Bullet For My Valentine,4
958,You Want a Battle? (Here's a War),Bullet For My Valentine,1
959,Your Betrayal,Bullet For My Valentine,4
960,4:00 AM,Avenged Sevenfold,4
961,A Little Piece of Heaven,Avenged Sevenfold,4
962,Acid Rain,Avenged Sevenfold,0
963,Afterlife,Avenged Sevenfold,1
964,Afterlife Theme,Avenged Sevenfold,0
965,Almost Easy,Avenged Sevenfold,4
966,An Epic Of Time Wasted,Avenged Sevenfold,1
967,And All Things Will End,Avenged Sevenfold,4
968,Andronikos Theme,Avenged Sevenfold,0
969,Angels,Avenged Sevenfold,4
970,As Tears Go By,Avenged Sevenfold,2
971,Babylon Theme,Avenged Sevenfold,0
972,Bat Country,Avenged Sevenfold,1
973,Bat Country Theme,Avenged Sevenfold,0
974,Beast and the Harlot,Avenged Sevenfold,4
975,Betrayed,Avenged Sevenfold,4
976,Blinded in Chains,Avenged Sevenfold,1
977,Breaking Their Hold,Avenged Sevenfold,1
978,Brompton Cocktail,Avenged Sevenfold,4
979,Buried Alive,Avenged Sevenfold,0
980,Burn It Down1,Avenged Sevenfold,4
981,Chapter Four,Avenged Sevenfold,1
982,Clairvoyant Disease,Avenged Sevenfold,4
983,Coming Home,Avenged Sevenfold,4
984,Creating God,Avenged Sevenfold,4
985,Crimson Day,Avenged Sevenfold,0
986,Critical Acclaim,Avenged Sevenfold,1
987,Crossroads,Avenged Sevenfold,4
988,Dancing Dead,Avenged Sevenfold,4
989,Danger Line,Avenged Sevenfold,0
990,Darkness Surrounding,Avenged Sevenfold,1
991,Dear God,Avenged Sevenfold,0
992,Demons,Avenged Sevenfold,3
993,Desecrate Through Reverence,Avenged Sevenfold,1
994,Doing Time,Avenged Sevenfold,4
995,Dose,Avenged Sevenfold,4
996,Eternal Rest,Avenged Sevenfold,1
997,Exist,Avenged Sevenfold,4
998,Fermi Paradox,Avenged Sevenfold,4
999,Fiction,Avenged Sevenfold,0
1000,Flash of the Blade,Avenged Sevenfold,1
1001,Forgotten Faces,Avenged Sevenfold,2
1002,Girl I Know,Avenged Sevenfold,4
1003,God Damn,Avenged Sevenfold,1
1004,God Hates Us,Avenged Sevenfold,4
1005,God Only Knows,Avenged Sevenfold,3
1006,Gunslinger,Avenged Sevenfold,0
1007,Hail to the King1,Avenged Sevenfold,4
1008,Heaven Theme,Avenged Sevenfold,0
1009,Heretic,Avenged Sevenfold,4
1010,Higher,Avenged Sevenfold,4
1011,I Won't See You Tonight Part 1,Avenged Sevenfold,0
1012,I Won't See You Tonight Part 2,Avenged Sevenfold,4
1013,Intro3,Avenged Sevenfold,0
1014,Intro/Chapter Four,Avenged Sevenfold,1
1015,Lips Of Deceit,Avenged Sevenfold,1
1016,Lost1,Avenged Sevenfold,4
1017,Lost It All,Avenged Sevenfold,4
1018,M.I.A.,Avenged Sevenfold,0
1019,Malague�a Salerosa,Avenged Sevenfold,4
1020,Natural Born Killer,Avenged Sevenfold,4
1021,Nightmare,Avenged Sevenfold,4
1022,Nightmare Theme,Avenged Sevenfold,4
1023,Paradigm,Avenged Sevenfold,1
1024,Paranoid,Avenged Sevenfold,0
1025,Planets,Avenged Sevenfold,4
1026,Radiant Eclipse,Avenged Sevenfold,4
1027,Remenissions,Avenged Sevenfold,4
1028,Requiem2,Avenged Sevenfold,4
1029,Retrovertigo,Avenged Sevenfold,4
1030,Roman Sky,Avenged Sevenfold,0
1031,Runaway,Avenged Sevenfold,4
1032,Save Me1,Avenged Sevenfold,2
1033,Scream,Avenged Sevenfold,4
1034,Second Heartbeat,Avenged Sevenfold,4
1035,Seize the Day,Avenged Sevenfold,0
1036,Set Me Free,Avenged Sevenfold,0
1037,Shattered By Broken Dreams,Avenged Sevenfold,4
1038,Shepherd of Fire,Avenged Sevenfold,4
1039,Sidewinder,Avenged Sevenfold,1
1040,Simulation,Avenged Sevenfold,4
1041,So Far Away,Avenged Sevenfold,0
1042,St. James,Avenged Sevenfold,1
1043,Streets,Avenged Sevenfold,1
1044,Strength of the World,Avenged Sevenfold,0
1045,Sunny Disposition,Avenged Sevenfold,1
1046,Tension,Avenged Sevenfold,4
1047,The Art Of Subconscious Illusion,Avenged Sevenfold,1
1048,The Fight,Avenged Sevenfold,4
1049,The Stage,Avenged Sevenfold,4
1050,The Wicked End,Avenged Sevenfold,4
1051,Thick And Thin,Avenged Sevenfold,1
1052,This Means War,Avenged Sevenfold,4
1053,To End The Rapture,Avenged Sevenfold,4
1054,Tonight the World Dies,Avenged Sevenfold,0
1055,Trashed and Scattered,Avenged Sevenfold,4
1056,Turn The Other Way,Avenged Sevenfold,4
1057,Unbound (The Wild Ride),Avenged Sevenfold,4
1058,Unholy Confessions,Avenged Sevenfold,2
1059,Unholy Theme,Avenged Sevenfold,0
1060,Until the End,Avenged Sevenfold,0
1061,Victim,Avenged Sevenfold,2
1062,Waking the Fallen,Avenged Sevenfold,3
1063,Waking The Fallen: Resurrected,Avenged Sevenfold,2
1064,Walk,Avenged Sevenfold,4
1065,Warmness On The Soul,Avenged Sevenfold,2
1066,Warrior Theme,Avenged Sevenfold,3
1067,We Come Out At Night,Avenged Sevenfold,1
1068,Welcome to the Family,Avenged Sevenfold,1
1069,Wicked End Theme,Avenged Sevenfold,3
1070,Wish You Were Here,Avenged Sevenfold,0
1071,Addicted To Pain,Alter Bridge,1
1072,All Ends Well,Alter Bridge,0
1073,All Hope Is Gone,Alter Bridge,0
1074,Before Tomorrow Comes,Alter Bridge,4
1075,Blackbird,Alter Bridge,0
1076,Bleed It Dry,Alter Bridge,4
1077,Brand New Start,Alter Bridge,4
1078,Break Me Down,Alter Bridge,4
1079,Breath Again,Alter Bridge,4
1080,Broken Wings,Alter Bridge,0
1081,Buried Alive1,Alter Bridge,4
1082,Burn It Down2,Alter Bridge,0
1083,Calm The Fire,Alter Bridge,1
1084,Clear Horizon,Alter Bridge,4
1085,Coeur D' Alene,Alter Bridge,2
1086,Come To Life,Alter Bridge,4
1087,Coming Home1,Alter Bridge,1
1088,Cradle To The Grave,Alter Bridge,4
1089,Crows On A Wire,Alter Bridge,1
1090,Cry A River,Alter Bridge,1
1091,Cry Of Achilles,Alter Bridge,1
1092,Down To My Last,Alter Bridge,4
1093,Dying Light,Alter Bridge,2
1094,Fallout,Alter Bridge,4
1095,Farther Than The Sun,Alter Bridge,1
1096,Find The Real,Alter Bridge,1
1097,Forever Falling,Alter Bridge,4
1098,Fortress,Alter Bridge,4
1099,Ghost Of Days Gone By,Alter Bridge,4
1100,Godspeed,Alter Bridge,4
1101,Home,Alter Bridge,1
1102,I Know It Hurts,Alter Bridge,1
1103,In Loving Memory1,Alter Bridge,0
1104,In the Deep,Alter Bridge,1
1105,Indoctrination,Alter Bridge,3
1106,Island Of Fools,Alter Bridge,1
1107,Isolation,Alter Bridge,1
1108,Last Of Our Kind,Alter Bridge,1
1109,Last Rites,Alter Bridge,4
1110,Life Must Go On,Alter Bridge,4
1111,Losing Patience,Alter Bridge,1
1112,Lover,Alter Bridge,0
1113,Make It Right,Alter Bridge,2
1114,Metalingus,Alter Bridge,1
1115,My Champion,Alter Bridge,1
1116,Native Son,Alter Bridge,1
1117,One By One,Alter Bridge,4
1118,One Day Remains,Alter Bridge,1
1119,One Life,Alter Bridge,0
1120,Open Your Eyes1,Alter Bridge,4
1121,Pay No Mind,Alter Bridge,4
1122,Peace Is Broken,Alter Bridge,4
1123,Poison In Your Veins,Alter Bridge,1
1124,Rise Today,Alter Bridge,4
1125,Shed My Skin,Alter Bridge,4
1126,Show Me A Leader,Alter Bridge,1
1127,Show Me A Sign,Alter Bridge,4
1128,Slip To The Void,Alter Bridge,0
1129,Still Remains,Alter Bridge,1
1130,Take the Crown,Alter Bridge,1
1131,Tear Us Apart,Alter Bridge,2
1132,The Bitter End,Alter Bridge,4
1133,The End Is Here,Alter Bridge,4
1134,The Last Hero,Alter Bridge,1
1135,The Other Side,Alter Bridge,1
1136,The Uninvited,Alter Bridge,1
1137,The Writing On The Wall,Alter Bridge,1
1138,This Side Of Fate,Alter Bridge,2
1139,Ties That Bind,Alter Bridge,1
1140,Twilight,Alter Bridge,1
1141,Walking on the Sky,Alter Bridge,4
1142,Watch Over You,Alter Bridge,0
1143,Watch Your Words,Alter Bridge,4
1144,Waters Rising,Alter Bridge,4
1145,Wayward One,Alter Bridge,4
1146,White Knuckles1,Alter Bridge,2
1147,Wonderful Life,Alter Bridge,0
1148,Words Darker Than Their Wings,Alter Bridge,4
1149,Wouldn't You Rather,Alter Bridge,1
1150,You Will Be Remembered,Alter Bridge,2
1151,Zero,Alter Bridge,0
1152,A Dangerous Mind,Within Temptation,4
1153,A Demon's Fate,Within Temptation,4
1154,All I Need,Within Temptation,0
1155,And We Run,Within Temptation,2
1156,Angels1,Within Temptation,4
1157,Another Day,Within Temptation,0
1158,Apologize,Within Temptation,3
1159,Aquarius,Within Temptation,4
1160,Behind Blue Eyes,Within Temptation,0
1161,Bittersweet,Within Temptation,3
1162,Blooded,Within Temptation,3
1163,Caged,Within Temptation,0
1164,Candles,Within Temptation,3
1165,Candles & Pearls of Light,Within Temptation,3
1166,Covered by Roses,Within Temptation,4
1167,Crazy,Within Temptation,3
1168,Dangerous,Within Temptation,4
1169,Dark Wings,Within Temptation,0
1170,Deceiver of Fools,Within Temptation,0
1171,Deep Within,Within Temptation,4
1172,Destroyed,Within Temptation,2
1173,Dirty Dancer,Within Temptation,4
1174,Dog Days,Within Temptation,2
1175,Don't You Worry Child,Within Temptation,2
1176,Edge of the World,Within Temptation,0
1177,Empty Eyes,Within Temptation,0
1178,Endless War,Within Temptation,4
1179,Enter,Within Temptation,2
1180,Faster,Within Temptation,4
1181,Final Destination,Within Temptation,4
1182,Fire and Ice,Within Temptation,0
1183,Firelight,Within Temptation,2
1184,Forgiven1,Within Temptation,0
1185,Forsaken,Within Temptation,2
1186,Frozen,Within Temptation,4
1187,Grace1,Within Temptation,0
1188,Grenade,Within Temptation,2
1189,Hand of Sorrow,Within Temptation,1
1190,Holy Ground,Within Temptation,4
1191,I Don't Wanna,Within Temptation,4
1192,Ice Queen,Within Temptation,3
1193,In Perfect Harmony,Within Temptation,3
1194,In the Middle of the Night,Within Temptation,2
1195,In Vain,Within Temptation,4
1196,Iron,Within Temptation,4
1197,It's the Fear,Within Temptation,2
1198,Jane Doe,Within Temptation,0
1199,Jillian (I'd Give My Heart),Within Temptation,0
1200,Let Her Go,Within Temptation,3
1201,Let Us Burn,Within Temptation,2
1202,Lost2,Within Temptation,3
1203,Mad World,Within Temptation,2
1204,Memories,Within Temptation,2
1205,Mercy Mirror,Within Temptation,4
1206,Mother Earth,Within Temptation,0
1207,Murder,Within Temptation,4
1208,Never-ending Story,Within Temptation,0
1209,Our Farewell,Within Temptation,3
1210,Our Solemn Hour,Within Temptation,4
1211,Ouverture,Within Temptation,0
1212,Overcome1,Within Temptation,3
1213,Pale,Within Temptation,2
1214,Paradise (What About Us?),Within Temptation,4
1215,Pearls of Light,Within Temptation,3
1216,Power of Love,Within Temptation,4
1217,Radioactive1,Within Temptation,4
1218,Raise Your Banner,Within Temptation,4
1219,Restless,Within Temptation,0
1220,Sanctuary Intro,Within Temptation,3
1221,Say My Name,Within Temptation,0
1222,See Who I Am,Within Temptation,4
1223,Shot in the Dark,Within Temptation,2
1224,Silver Moonlight,Within Temptation,1
1225,Sin�ad,Within Temptation,2
1226,Somewhere,Within Temptation,3
1227,Stairway to the Skies,Within Temptation,2
1228,Stand My Ground,Within Temptation,0
1229,Summertime Sadness,Within Temptation,4
1230,Supernova,Within Temptation,1
1231,Tell Me Why,Within Temptation,4
1232,The Cross,Within Temptation,2
1233,The Dance,Within Temptation,3
1234,The Gatekeeper,Within Temptation,0
1235,The Heart Of Everything,Within Temptation,4
1236,The Howling,Within Temptation,1
1237,The Last Dance,Within Temptation,3
1238,The Other Half (Of Me),Within Temptation,1
1239,The Promise,Within Temptation,0
1240,The Reckoning,Within Temptation,2
1241,The Swan Song,Within Temptation,3
1242,The Truth Beneath the Rose,Within Temptation,4
1243,Titanium,Within Temptation,2
1244,Towards the End,Within Temptation,3
1245,Trophy Hunter,Within Temptation,2
1246,Utopia (feat. Chris Jones),Within Temptation,0
1247,What Have You Done,Within Temptation,3
1248,What Have You Done (feat. Keith Caputo),Within Temptation,1
1249,Where is the Edge,Within Temptation,4
1250,Whole World Is Watching,Within Temptation,2
1251,Why Not Me,Within Temptation,3
1252,World Of Make Believe,Within Temptation,3
1253,(It's Hard) Letting You Go,Bon Jovi,3
1254,(You Want To) Make A Memory,Bon Jovi,0
1255,99 In The Shade,Bon Jovi,4
1256,A Teardrop To The Sea,Bon Jovi,2
1257,All About Lovin' You,Bon Jovi,0
1258,All Hail The King,Bon Jovi,4
1259,Amen,Bon Jovi,0
1260,American Reckoning,Bon Jovi,0
1261,Any Other Day,Bon Jovi,2
1262,Bad Medicine,Bon Jovi,1
1263,Beautiful Drug,Bon Jovi,1
1264,Beautiful World,Bon Jovi,4
1265,Because We Can,Bon Jovi,2
1266,Bed Of Roses,Bon Jovi,0
1267,Bells Of Freedom,Bon Jovi,0
1268,Blame It On The Love Of Rock & Roll,Bon Jovi,1
1269,Blaze of Glory,Bon Jovi,2
1270,Blind Love,Bon Jovi,3
1271,Blood On Blood,Bon Jovi,4
1272,Born Again Tomorrow,Bon Jovi,4
1273,Born To Be My Baby,Bon Jovi,1
1274,Bounce,Bon Jovi,2
1275,Brokenpromiseland,Bon Jovi,2
1276,Bullet,Bon Jovi,2
1277,Captain Crash & The Beauty Queen From Mars,Bon Jovi,4
1278,Come On Up To Our House,Bon Jovi,0
1279,Complicated,Bon Jovi,4
1280,Damned,Bon Jovi,1
1281,Diamond Ring,Bon Jovi,0
1282,Dirty Little Secret,Bon Jovi,1
1283,Do What You Can,Bon Jovi,0
1284,Dry County,Bon Jovi,0
1285,Everybody's Broken,Bon Jovi,2
1286,Everyday,Bon Jovi,1
1287,Fingerprints,Bon Jovi,0
1288,Happy Now,Bon Jovi,4
1289,Have A Nice Day,Bon Jovi,4
1290,Hearts Breaking Even,Bon Jovi,2
1291,Helter Skelter,Bon Jovi,4
1292,Hey God,Bon Jovi,1
1293,Hook Me Up,Bon Jovi,0
1294,I Am,Bon Jovi,4
1295,I Believe,Bon Jovi,1
1296,I Don't Like Mondays,Bon Jovi,0
1297,I Love This Town,Bon Jovi,4
1298,I Want To Be Loved,Bon Jovi,2
1299,I Want You,Bon Jovi,2
1300,I Will Drive You Home,Bon Jovi,2
1301,I'd Die For You,Bon Jovi,1
1302,I'll Be There For You,Bon Jovi,2
1303,I'm With You,Bon Jovi,2
1304,If That's What It Takes,Bon Jovi,2
1305,In And Out Of Love,Bon Jovi,4
1306,In These Arms,Bon Jovi,4
1307,Into The Echo,Bon Jovi,2
1308,It's My Life,Bon Jovi,4
1309,Joey,Bon Jovi,2
1310,Just Older,Bon Jovi,2
1311,Keep The Faith,Bon Jovi,1
1312,Knockout,Bon Jovi,4
1313,Labor Of Love,Bon Jovi,2
1314,Last Cigarette,Bon Jovi,0
1315,Last Man Standing,Bon Jovi,4
1316,Lay Your Hands On Me,Bon Jovi,2
1317,Learn To Love,Bon Jovi,0
1318,Lie To Me,Bon Jovi,2
1319,Life Is Beautiful,Bon Jovi,2
1320,Limitless,Bon Jovi,0
1321,Little Bit Of Soul,Bon Jovi,2
1322,Live Before You Die,Bon Jovi,3
1323,Livin' On A Prayer,Bon Jovi,4
1324,Living In Sin,Bon Jovi,0
1325,Living With The Ghost,Bon Jovi,4
1326,Lost Highway,Bon Jovi,4
1327,Love For Sale,Bon Jovi,3
1328,Love Me Back To Life,Bon Jovi,2
1329,Love's The Only Rule,Bon Jovi,4
1330,Misunderstood,Bon Jovi,2
1331,My Guitar Lies Bleeding In My Arms,Bon Jovi,2
1332,Mystery Train,Bon Jovi,0
1333,Never Say Goodbye,Bon Jovi,0
1334,Next 100 Years,Bon Jovi,0
1335,Novocaine,Bon Jovi,0
1336,One Step Closer,Bon Jovi,2
1337,One Wild Night,Bon Jovi,4
1338,Only Lonely,Bon Jovi,4
1339,Open All Night,Bon Jovi,3
1340,Pictures Of You,Bon Jovi,1
1341,Real Love,Bon Jovi,3
1342,Reunion,Bon Jovi,2
1343,Ride Cowboy Ride,Bon Jovi,3
1344,Right Side Of Wrong,Bon Jovi,0
1345,Roller Coaster,Bon Jovi,0
1346,Room At The End Of The World,Bon Jovi,2
1347,Runaway,Bon Jovi,4
1348,Saturday Night Gave Me Sunday Morning,Bon Jovi,4
1349,Save The World,Bon Jovi,0
1350,Say It Isn't So,Bon Jovi,2
1351,Scars On This Guitar,Bon Jovi,0
1352,Seat Next To You,Bon Jovi,0
1353,She Don't Know Me,Bon Jovi,1
1354,She's A Mystery,Bon Jovi,3
1355,Silent Night,Bon Jovi,0
1356,Someday I'll Be Saturday Night,Bon Jovi,4
1357,Something For The Pain,Bon Jovi,1
1358,Something To Believe In,Bon Jovi,2
1359,Stick To Your Guns,Bon Jovi,0
1360,Story Of Love,Bon Jovi,3
1361,Story Of My Life,Bon Jovi,0
1362,Summertime,Bon Jovi,2
1363,Superman Tonight,Bon Jovi,0
1364,Thank You For Loving Me,Bon Jovi,0
1365,That's What The Water Made Me,Bon Jovi,4
1366,The Devil's In The Temple,Bon Jovi,0
1367,The Distance,Bon Jovi,2
1368,The Fighter,Bon Jovi,0
1369,The Last Night,Bon Jovi,2
1370,These Days,Bon Jovi,0
1371,Thick As Thieves,Bon Jovi,0
1372,This Ain't A Love Song,Bon Jovi,3
1373,This House Is Not For Sale,Bon Jovi,2
1374,Thorn In My Side,Bon Jovi,0
1375,Till We Ain't Strangers Anymore,Bon Jovi,0
1376,Two Story Town,Bon Jovi,2
1377,Unbroken,Bon Jovi,3
1378,Undivided,Bon Jovi,2
1379,Walls,Bon Jovi,4
1380,Wanted Dead Or Alive,Bon Jovi,0
1381,We All Fall Down,Bon Jovi,2
1382,We Don't Run,Bon Jovi,4
1383,We Got It Going On,Bon Jovi,2
1384,We Weren't Born To Follow,Bon Jovi,4
1385,Welcome To Wherever You Are,Bon Jovi,0
1386,What About Now,Bon Jovi,4
1387,What's Left Of Me,Bon Jovi,2
1388,When We Were Beautiful,Bon Jovi,0
1389,Who Says You Can't Go Home,Bon Jovi,4
1390,Whole Lot Of Leavin',Bon Jovi,2
1391,Wild Is The Wind,Bon Jovi,4
1392,Wildflower,Bon Jovi,2
1393,Work For The Working Man,Bon Jovi,2
1394,You Give Love A Bad Name,Bon Jovi,1
